"","osm_id","name","Block_number","City","Country","County","Housenumber","State","Postcode","Street","geometry"
"2567049346","2567049346","Domino's",NA,"Brooklyn",NA,NA,"954","NY","11225","Nostrand Avenue",c(-73.9510525, 40.6655402)
"2567052627","2567052627","Mermaid Fish Market",NA,NA,NA,NA,"1196",NA,"11225","President Street",c(-73.9509365, 40.6679745)
"2567062153","2567062153","Brooklyn Wing House",NA,NA,NA,NA,"1218",NA,"11225","Union Street",c(-73.950917, 40.6688561)
"2567062220","2567062220","Tony's Pizza on Nostrand",NA,NA,NA,NA,"850",NA,"11225","Nostrand Avenue",c(-73.9507634, 40.6688388)
"2567068810","2567068810","Dunkin'",NA,NA,NA,NA,"1671",NA,"11225","Bedford Avenue",c(-73.9567234, 40.665595)
"2567075038","2567075038","Hafiya Restaurant",NA,NA,NA,NA,"1639",NA,"11225","Bedford Avenue",c(-73.9564118, 40.6664497)
"2567091411","2567091411","Grab & Go Gyro & Deli",NA,NA,NA,NA,"1846",NA,"11207","Fulton Street",c(-73.9005052, 40.6763964)
"2567092048","2567092048","Billy's Pizza & Pasta",NA,NA,NA,NA,"1626",NA,"11225","Bedford Avenue",c(-73.9565258, 40.6671182)
"2567093832","2567093832","Dunkin'",NA,"Brooklyn",NA,NA,"806","NY","11225","Franklin Avenue",c(-73.9582584, 40.6703139)
"2567093837","2567093837","Sal's Restaurant",NA,NA,NA,NA,"810",NA,"11225","Franklin Avenue",c(-73.958285, 40.6702399)
"2567093842","2567093842","Golden Krust",NA,"Brooklyn",NA,NA,"823","NY","11225","Franklin Avenue",c(-73.9579831, 40.670187)
"2567093847","2567093847","Juicy King Crab Express",NA,NA,NA,NA,"837A",NA,"11225","Franklin Avenue",c(-73.9581794, 40.669624)
"2567093848","2567093848","New Hardee",NA,NA,NA,NA,"854",NA,"11225","Franklin Avenue",c(-73.9587185, 40.6690515)
"2567121613","2567121613","Popeyes",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.961115, 40.6631034)
"2567121617","2567121617","Dunkin'",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9612956, 40.663068)
"2567557157","2567557157","Subway",NA,NA,NA,NA,"334",NA,"10002","Grand Street",c(-73.990022, 40.7171079)
"2567561047","2567561047","King Dumplings",NA,"New York",NA,NA,"74","NY","10002","Hester Street",c(-73.991696, 40.716048)
"2567902130","2567902130","Crown Fried Chicken",NA,NA,NA,NA,"818",NA,"11216","Nostrand Avenue",c(-73.9505763, 40.6705866)
"2567921114","2567921114","Lewis Avenue Soul Food & Sea Food Restaurant",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9365066, 40.6894627)
"2567931091","2567931091","Wang Shack",NA,NA,NA,NA,"701",NA,"11216","Nostrand Avenue",c(-73.9500412, 40.6732111)
"2567933422","2567933422","Geno's Fish & Chips",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9504078, 40.685285)
"2567934934","2567934934","No. 1 Chinese Kitchen",NA,NA,NA,NA,"661A",NA,"11216","Nostrand Avenue",c(-73.949908, 40.6746362)
"2567939318","2567939318","King's Wok",NA,NA,NA,NA,"1473",NA,"11216","Bedford Avenue",c(-73.9541773, 40.6726229)
"2567981740","2567981740","New Hardee",NA,NA,NA,NA,"835",NA,"11206","DeKalb Avenue",c(-73.9429756, 40.6924684)
"2567983418","2567983418","Royal Bakery & Roti",NA,NA,NA,NA,"575B",NA,"11216","Nostrand Avenue",c(-73.9496313, 40.6775324)
"2567989975","2567989975","U Like Chinese Food",NA,NA,NA,NA,"602",NA,"11206","Marcy Avenue",c(-73.9490802, 40.6940039)
"2568011146","2568011146","Good Taste",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9418186, 40.671886)
"2568025896","2568025896","Mike's Pizza",NA,NA,NA,NA,"905",NA,"11206","Myrtle Avenue",c(-73.9465644, 40.6958132)
"2568037319","2568037319","Soul Food Caterers",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9416581, 40.6765981)
"2568039576","2568039576","New China",NA,NA,NA,NA,"1135",NA,"11206","Myrtle Avenue",c(-73.9361172, 40.6969991)
"2568044211","2568044211","Chipotle",NA,NA,NA,NA,"774",NA,"11206","Broadway",c(-73.940902, 40.6999923)
"2568117454","2568117454","Golden Hing",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9549596, 40.6877504)
"2568117463","2568117463","Hong Kong Cafe",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9567201, 40.6871959)
"2568133732","2568133732","New Peking",NA,NA,NA,NA,"344",NA,"11238","Classon Avenue",c(-73.96013, 40.6887335)
"2568142019","2568142019","Kings of NYC Slice",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9571135, 40.6905905)
"2568197212","2568197212","Pattie Hut & Grill",NA,NA,NA,NA,"193",NA,"11213","Utica Avenue",c(-73.9306607, 40.6720989)
"2568198182","2568198182","O's Natural Food",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9558988, 40.6947293)
"2568198183","2568198183","Coffee Break",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9558394, 40.6947377)
"2568219104","2568219104","Move With Grace",NA,NA,NA,NA,"431",NA,"11205","Myrtle Avenue",c(-73.968499, 40.6932744)
"2568219126","2568219126","Liberty Pizzeria",NA,NA,NA,NA,"482",NA,"11205","Myrtle Avenue",c(-73.9660409, 40.6933192)
"2568239815","2568239815","Pizza Spot",NA,NA,NA,NA,"431A",NA,"11205","DeKalb Avenue",c(-73.9601337, 40.6904792)
"2568243835","2568243835","Chef Katsu",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9663429, 40.6867762)
"2568243876","2568243876","Impasto",NA,"Brooklyn",NA,NA,"373","NY","11238","Waverly Avenue",c(-73.9664537, 40.6868608)
"2568275816","2568275816","Crown Chicken & Pizza",NA,NA,NA,NA,"339",NA,"11205","Myrtle Avenue",c(-73.9727207, 40.693368)
"2568345285","2568345285","Little Pizza Parlor",NA,NA,NA,NA,NA,NA,"11201","Duffield Street",c(-73.9844466, 40.6924372)
"2568494515","2568494515","Annie's First Wok Restaurant",NA,NA,NA,NA,"155",NA,"11201","York Street",c(-73.984609, 40.7015421)
"2568518959","2568518959","Bread & Spread",NA,NA,NA,NA,"151",NA,"11201","Front Street",c(-73.9868994, 40.7025371)
"2568554106","2568554106","Juice Press",NA,NA,NA,NA,"117",NA,"11201","Front Street",c(-73.9888929, 40.7026572)
"2568576400","2568576400","LP-Pizzeria",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9336209, 40.6982929)
"2568576409","2568576409","Wing Stop",NA,NA,NA,NA,"935",NA,"11206","Broadway",c(-73.9355712, 40.6973074)
"2568597586","2568597586","Caribbean Jerkees Delight",NA,"Brooklyn",NA,NA,"117","NY","11233","Rockaway Avenue",c(-73.9108189, 40.6789137)
"2568666355","2568666355","New City",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9256545, 40.7028239)
"2568752281","2568752281","Panuozzo",NA,"Brooklyn",NA,NA,"301","NY","11215","7th Avenue",c(-73.9807328, 40.6676867)
"2568783158","2568783158","Juice Press",NA,"Brooklyn",NA,NA,"207","NY","11215","7th Avenue",c(-73.9785398, 40.6703017)
"2568862486","2568862486","Caribbean Sweet Spice",NA,NA,NA,NA,"771A",NA,"11238","Washington Avenue",c(-73.9628055, 40.6737345)
"2568899235","2568899235","Happy Wok",NA,NA,NA,NA,"762",NA,"11238","Franklin Avenue",c(-73.9574414, 40.6725662)
"2568918230","2568918230","Gino’s Cucina",NA,NA,NA,NA,"723",NA,"11238","Washington Avenue",c(-73.9630973, 40.6752074)
"2568936223","2568936223","Pasha Pizza",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9589334, 40.6775958)
"2569998660","2569998660","American Chicken",NA,NA,NA,NA,"78-03",NA,"11372","37th Avenue",c(-73.8878395, 40.7494888)
"2570169378","2570169378","Lhasa Fast Food",NA,NA,NA,NA,"37-50A",NA,"11372","74th Street",c(-73.8916955, 40.7475679)
"2571727603","2571727603","Saukra Japanese Cuisine",NA,"Philadelphia",NA,NA,"1521","PA","19130","Spring Garden Street",c(-75.1637314, 39.9629522)
"2572010836","2572010836","Dunkin'",NA,NA,NA,NA,"3437",NA,NA,"Walnut Street",c(-75.1934836, 39.9530964)
"2572216591","2572216591","Marinara",NA,NA,NA,NA,"160",NA,"10003","2nd Avenue",c(-73.9865464, 40.7297952)
"2572981570","2572981570","Oh! Dumpling",NA,NA,NA,NA,"108",NA,"11217","South Oxford Street",c(-73.9736105, 40.6863531)
"2572981575","2572981575","Yang No. 1",NA,NA,NA,NA,"109",NA,"11217","South Portland Avenue",c(-73.9742323, 40.685978)
"2572981730","2572981730","Slutty Vegan",NA,NA,NA,NA,"690",NA,"11217","Fulton Street",c(-73.974261, 40.6861038)
"2573115154","2573115154","Jet's Pizza",NA,NA,NA,NA,"305",NA,"11217","Flatbush Avenue",c(-73.9733548, 40.6787149)
"2573863049","2573863049","Domino's",NA,NA,NA,NA,"401",NA,NA,"North 21st Street",c(-75.1727936, 39.9622728)
"2573865972","2573865972","Dunkin'",NA,"Philadelphia",NA,NA,"1500",NA,"19130","Spring Garden Street",c(-75.163903, 39.9625073)
"2581931956","2581931956","Subway",NA,NA,NA,NA,NA,NA,NA,NA,c(-75.1680948, 39.9630952)
"2583212031","2583212031","Giovanni's Pizzeria",NA,"New York","US",NA,"1011","NY","10025","Columbus Avenue",c(-73.9609869, 40.8014889)
"2586267917","2586267917","Subway",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.7198017, 40.9354214)
"2586267922","2586267922","Dunkin' Donuts",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.7191097, 40.9244097)
"2588151826","2588151826","Bravo Pizza",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9806807, 40.7531983)
"2588151831","2588151831","McDonald's",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9802777, 40.753027)
"2588151834","2588151834","Chipotle",NA,NA,NA,NA,"9",NA,NA,"West 42nd Street",c(-73.9816184, 40.7539819)
"2588577350","2588577350","Dunkin' Donuts",NA,NA,NA,NA,NA,NA,NA,NA,c(-75.0870653, 40.1932956)
"2592264889","2592264889","Dunkin'",NA,"New York","US",NA,"102","NY","10011","8th Avenue",c(-74.001788, 40.7404531)
"2596227488","2596227488","Shake Shack",NA,NA,NA,NA,"409",NA,"11201","Fulton Street",c(-73.988647, 40.6921442)
"2603157324","2603157324","Subway",NA,NA,NA,NA,NA,NA,NA,NA,c(-75.1992968, 40.1357958)
"2603955335","2603955335","Chipotle",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9398525, 40.8414752)
"2603955340","2603955340","Dunkin'",NA,"New York","US",NA,"4030","NY","10032","Broadway",c(-73.9388997, 40.8418653)
"2603955351","2603955351","McDonald's",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9390062, 40.8425888)
"2603955362","2603955362","Subway",NA,"New York","US",NA,"3419","NY","10031","Broadway",c(-73.9535595, 40.8226457)
"2603955363","2603955363","Village Fried Chicken",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9468393, 40.8259129)
"2605312627","2605312627","Burger King",NA,NA,NA,NA,"417",NA,"11201","Fulton Street",c(-73.9883569, 40.6920191)
"2605312638","2605312638","Panera Bread",NA,"Brooklyn",NA,NA,"345","NY","11201","Adams Street",c(-73.9885396, 40.6926137)
"2605527964","2605527964","F&M Cafe & Restaurant",NA,NA,NA,NA,"383",NA,"11231","Van Brunt Street",c(-74.0141523, 40.6760996)
"2608931863","2608931863","Dunkin' Donuts",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.3084997, 40.723724)
"2610070898","2610070898","Panera Bread",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.3297202, 40.7198496)
"2610762926","2610762926","Dunkin'",NA,NA,NA,NA,"122",NA,NA,"Fulton Street",c(-74.0075741, 40.7100207)
"2610762927","2610762927","Wendy's",NA,NA,NA,NA,"85",NA,"10038","Nassau Street",c(-74.0080338, 40.710048)
"2611479019","2611479019","Panda Express",NA,"New York",NA,NA,"237","NY","10003","1st Avenue",c(-73.9828594, 40.7312845)
"2611479029","2611479029","Chick-N-Smash",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9829767, 40.7311247)
"2611479030","2611479030","Buffalo Wild Wings Go",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.983062, 40.7309843)
"2611479031","2611479031","Dim Sum Go Go",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9831335, 40.7308818)
"2611479044","2611479044","Tallgrass Burger",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9830275, 40.7304375)
"2611782758","2611782758","Pret A Manger",NA,NA,NA,NA,"1200",NA,"10036","6th Avenue",c(-73.981487, 40.758119)
"2611788981","2611788981","El Limon",NA,"Ardmore",NA,NA,"61",NA,"19003","West Lancaster Avenue",c(-75.2929091, 40.0089997)
"2617883497","2617883497","Dunkin' Donuts",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.3270547, 40.7176181)
"2619923760","2619923760","Panera Bread",NA,"Rockaway",NA,NA,"395",NA,"07866","Mount Hope Ave",c(-74.5582888, 40.9075816)
"2629277990","2629277990","Chipotle",NA,"New York","US",NA,"1379","NY","10019","6th Avenue",c(-73.9779434, 40.7636058)
"2629277995","2629277995","fresh&co",NA,"New York","US",NA,"1381","NY","10019","6th Avenue",c(-73.9778027, 40.7638238)
"2629343056","2629343056","Manhattan Bagel",NA,NA,NA,NA,NA,NA,NA,NA,c(-75.2128668, 40.0319043)
"2629343879","2629343879","Five Guys",NA,"Bala Cynwyd",NA,NA,"77",NA,"19004","East City Avenue",c(-75.2244434, 40.0033514)
"2629371820","2629371820","Dos Toros Taqueria",NA,"New York","US",NA,"636","NY","10022","Lexington Avenue",c(-73.9706375, 40.7591865)
"2629371825","2629371825","Dunkin'",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9706665, 40.7584764)
"2629371831","2629371831","Hale and Hearty",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9707946, 40.7589587)
"2629371832","2629371832","Taco Bell",NA,"New York","US",NA,"1266","NY","10021","1st Avenue",c(-73.9575747, 40.7652725)
"2629371840","2629371840","Pret A Manger",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9693959, 40.75805)
"2629371841","2629371841","Pret A Manger",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9708395, 40.7588979)
"2630259727","2630259727","2 Bros. Pizza",NA,NA,NA,NA,"755",NA,"10010","6th Avenue",c(-73.991973, 40.744349)
"2632777265","2632777265","Philly Pretzel Shop",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.557375, 39.392553)
"2632844754","2632844754","Dunkin'",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.4778816, 40.7973302)
"2632895246","2632895246","South & Pine",NA,NA,NA,NA,NA,NA,"07960",NA,c(-74.4782767, 40.7943371)
"2633029578","2633029578","Qdoba",NA,NA,NA,NA,"40 Suite 5",NA,"07960","West Park Place",c(-74.4811508, 40.7961035)
"2633127789","2633127789","Playa Bowls",NA,"Morristown",NA,NA,"14","NJ","07960","North Park Place",c(-74.4815542, 40.7976796)
"2634609927","2634609927","Subway",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.4789383, 40.7948567)
"2643821802","2643821802","Ling Ling Young",NA,NA,NA,NA,"508",NA,"11231","Henry Street",c(-73.9996821, 40.6838887)
"2649092000","2649092000","Café Bistro",NA,"New York",NA,NA,"312","NY","10001","West 34th Street",c(-73.9948638, 40.7525888)
"2649092008","2649092008","Subway",NA,"New York","US",NA,"520","NY","10018","9th Avenue",c(-73.9939381, 40.7563209)
"2654369485","2654369485","BurgerFi",NA,"Philadelphia",NA,NA,"44",NA,"19107","North 12th Street",c(-75.1597067, 39.9537291)
"2654371485","2654371485","Panera Bread",NA,"Philadelphia",NA,NA,"48",NA,"19107","North 12th Street",c(-75.1596927, 39.9538437)
"2668032978","2668032978","Blimpie",NA,"Riverdale",NA,NA,"72","NJ","07457","Paterson-Hamburg Turnpike",c(-74.3047394, 40.9985534)
"2677636858","2677636858","Burger King",NA,"Wayne",NA,NA,"1046","NJ","07470","Hamburg Turnpike",c(-74.2369268, 40.9603951)
"2677636860","2677636860","Popeyes",NA,"Wayne",NA,NA,"1046","NJ","07470","Hamburg Turnpike",c(-74.2367972, 40.9604083)
"2680148433","2680148433","Bobby Van's Steakhouse",NA,"New York","US",NA,"135","NY","10020","West 50th Street",c(-73.9823969, 40.7608683)
"2689118112","2689118112","Slices",NA,NA,NA,NA,"250",NA,"07755","Norwood Avenue",c(-74.0001317, 40.259811)
"2689589691","2689589691","Danny's Gourmet",NA,"New York",NA,NA,"224",NA,NA,"West 47th Street",c(-73.9857941, 40.7595497)
"2691986127","2691986127","Best Burger Palace",NA,NA,NA,NA,"986",NA,"11238","Atlantic Avenue",c(-73.9613102, 40.6802614)
"2699255814","2699255814","Dunkin' Donuts",NA,NA,NA,NA,"549","PA","19446","Doylestown Road",c(-75.2281887, 40.2650633)
"2699290719","2699290719","Wendy's",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.5555194, 39.3813348)
"2699343861","2699343861","Dunkin'",NA,NA,NA,NA,NA,NA,NA,NA,c(-75.1443862, 39.9613397)
"2699432051","2699432051","Shake Shack",NA,NA,NA,NA,"3200",NA,"19104","Chestnut Street",c(-75.1885, 39.9538)
"2699550879","2699550879","Subway",NA,NA,NA,NA,NA,NA,NA,NA,c(-75.1938894, 39.9566728)
"2700237315","2700237315","Platinum Food Court",NA,NA,NA,NA,"557",NA,"11215","7th Avenue",c(-73.9880861, 40.6591658)
"2701919632","2701919632","Flatbush Counter",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9735396, 40.6789707)
"2702857193","2702857193","Som Bo",NA,NA,NA,NA,"143",NA,"10011","8th Avenue",c(-74.0012421, 40.7418478)
"2703020572","2703020572","Adam's Market Place",NA,NA,NA,NA,"197",NA,"10011","8th Avenue",c(-73.9999581, 40.7435985)
"2703044066","2703044066","Chipotle",NA,NA,NA,NA,"680",NA,"10010","6th Avenue",c(-73.9934013, 40.7417516)
"2703059028","2703059028","Pret A Manger",NA,NA,NA,NA,"655",NA,"10011","6th Avenue",c(-73.9941968, 40.7413453)
"2703083226","2703083226","Wrapido",NA,"New York",NA,NA,"171","NY","10011","West 23rd Street",c(-73.9952986, 40.7441181)
"2703424302","2703424302","Panera Bread",NA,NA,NA,NA,"330",NA,"10001","7th Avenue",c(-73.9932597, 40.7476933)
"2703449216","2703449216","Pret A Manger",NA,NA,NA,NA,"106",NA,"10001","West 32nd Street",c(-73.9891736, 40.7485643)
"2704040263","2704040263","Lunetta Pizza & Restaurant",NA,"New York",NA,NA,"245","NY","10010","3rd Avenue",c(-73.9842569, 40.7369797)
"2704045688","2704045688","Posto",NA,NA,NA,NA,"310",NA,"10003","2nd Avenue",c(-73.982864, 40.7348558)
"2704048095","2704048095","Just Salad",NA,NA,NA,NA,"315",NA,"10010","Park Avenue South",c(-73.9858368, 40.7405927)
"2704074535","2704074535","Tutto Mia Pizza",NA,NA,NA,NA,"282",NA,"10010","3rd Avenue",c(-73.9837336, 40.7383382)
"2704085151","2704085151","Jugos",NA,NA,NA,NA,"377",NA,"10010","1st Avenue",c(-73.9791841, 40.7364038)
"2704088841","2704088841","Dunkin' Donuts/Baskin Robbins",NA,NA,NA,NA,"361",NA,"10010","1st Avenue",c(-73.9795872, 40.7357819)
"2704088842","2704088842","Malt & Mold",NA,NA,NA,NA,"362",NA,"10010","2nd Avenue",c(-73.9815439, 40.7366643)
"2704096837","2704096837","Roma Pizza",NA,NA,NA,NA,"415",NA,"10010","2nd Avenue",c(-73.9806765, 40.7385268)
"2704104161","2704104161","Jimmy's House",NA,NA,NA,NA,"162",NA,"10010","East 25th Street",c(-73.9826124, 40.740172)
"2704104186","2704104186","Bagel Express III",NA,NA,NA,NA,"340",NA,"10010","3rd Avenue",c(-73.9823244, 40.7402976)
"2704131501","2704131501","Mim Spicy & Deli Grocery",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9813801, 40.74208)
"2704131508","2704131508","Maguro Sushi",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9813171, 40.7420528)
"2704131528","2704131528","NYC Pizza Kitchen",NA,NA,NA,NA,"390",NA,"10016","3rd Avenue",c(-73.9811254, 40.7419543)
"2704131542","2704131542","Lex Grill Juice BR",NA,NA,NA,NA,"97",NA,"10016","Lexington Avenue",c(-73.9828399, 40.7418611)
"2705025330","2705025330","Columbia Pizza",NA,"New York",NA,NA,"51",NA,"10002","Columbia Street",c(-73.9804169, 40.7173572)
"2705030253","2705030253","Jenny on the Greens",NA,NA,NA,NA,"726",NA,"11238","Franklin Avenue",c(-73.9569808, 40.6738397)
"2705995452","2705995452","J's Wong",NA,NA,NA,NA,"717",NA,"11216","Franklin Avenue",c(-73.9565986, 40.6740214)
"2706023195","2706023195","Domo Taco",NA,"Brooklyn",NA,NA,"733",NA,"11216","Franklin Avenue",c(-73.9567624, 40.6735775)
"2706939802","2706939802","Dig",NA,"New York",NA,NA,"1178","NY","10001","Broadway",c(-73.9885661, 40.7453494)
"2706939870","2706939870","2 Bros. Pizza",NA,NA,NA,NA,"46;832",NA,"10001","West 30th Street;6th Avenue",c(-73.9899732, 40.746471)
"2706940250","2706940250","Emporer Dumpling",NA,NA,NA,NA,"820",NA,"10001","6th Avenue",c(-73.9901826, 40.7461842)
"2708133476","2708133476","Chopt",NA,"New York",NA,NA,"120","NY","10019","West 56th Street",c(-73.9788584, 40.7639454)
"2708164879","2708164879","Soup Kitchen",NA,"New York",NA,NA,"259;259A",NA,"10019","West 55th Street",c(-73.9834735, 40.7653843)
"2708222217","2708222217","Juice Generation",NA,NA,NA,NA,"979",NA,"10019","8th Avenue",c(-73.9828593, 40.7670634)
"2708250362","2708250362","Dunkin'",NA,NA,NA,NA,"32-30",NA,"11101","Gale Avenue",c(-73.9343147, 40.7387185)
"2709306642","2709306642","Dunkin'",NA,"New York",NA,NA,"302","NY","10001","5th Avenue",c(-73.9860515, 40.7467066)
"2709347124","2709347124","Sticky's",NA,NA,NA,NA,"484",NA,"10016","3rd Avenue",c(-73.9788479, 40.7450463)
"2709389149","2709389149","Wolfnights",NA,NA,NA,NA,"489",NA,"10016","3rd Avenue",c(-73.9783054, 40.7451654)
"2709389156","2709389156","Dunkin' Donuts/Baskin Robbins",NA,NA,NA,NA,"601",NA,"10016","2nd Avenue",c(-73.9766274, 40.7440461)
"2709389163","2709389163","iPizzaNY",NA,NA,NA,NA,"621",NA,"10016","2nd Avenue",c(-73.9761486, 40.7447209)
"2709430285","2709430285","Wendy's",NA,"New York",NA,NA,"462","NY","10018","7th Avenue",c(-73.9901608, 40.7519665)
"2709702369","2709702369","Costas",NA,NA,NA,NA,"30",NA,"10001","West 35th Street",c(-73.9856911, 40.7496644)
"2709702378","2709702378","Dunkin'",NA,NA,NA,NA,"376",NA,"10018","5th Avenue",c(-73.9841629, 40.7493)
"2709702576","2709702576","Krispy Kreme",NA,"New York",NA,NA,"994","NY","10018","6th Avenue",c(-73.9863892, 40.7513627)
"2709967742","2709967742","China Gourmet",NA,NA,NA,NA,"877",NA,"10019","8th Avenue",c(-73.9851961, 40.7638874)
"2710195174","2710195174","Subway",NA,"New York",NA,NA,"852","NY","10019","10th Avenue",c(-73.9888124, 40.7684724)
"2710839408","2710839408","Profit II",NA,NA,NA,NA,"643",NA,"10016","2nd Avenue",c(-73.9755012, 40.7456171)
"2710917633","2710917633","Pret A Manger",NA,NA,NA,NA,"389",NA,"10016","5th Avenue",c(-73.9833698, 40.7497762)
"2711692943","2711692943","La Trattoria",NA,"New York",NA,NA,"844",NA,"10017","2nd Avenue",c(-73.9706919, 40.7515916)
"2714226125","2714226125","Subway",NA,NA,NA,NA,"1814",NA,"10035","Madison Avenue",c(-73.943959, 40.8014498)
"2714704334","2714704334","Caffé Venice",NA,NA,NA,NA,"596",NA,"10016","3rd Avenue",c(-73.9760665, 40.7488426)
"2714805246","2714805246","99¢ Fresh Pizza",NA,"New York","US",NA,"151","NY","10017","East 44th Street",c(-73.9743385, 40.751708)
"2714805252","2714805252","Bôilicious",NA,NA,NA,NA,"160",NA,"10017","East 44th Street",c(-73.9738462, 40.7521026)
"2714913599","2714913599","Dunkin'",NA,"New York",NA,NA,"712",NA,"10017","3rd Avenue",c(-73.9733615, 40.7525671)
"2714913600","2714913600","Wendy's",NA,"New York",NA,NA,"714",NA,"10017","3rd Avenue",c(-73.9733371, 40.7526054)
"2715230236","2715230236","Subway",NA,NA,NA,NA,"75-06",NA,"11372","37th Avenue",c(-73.8906652, 40.7489645)
"2715447823","2715447823","Cassiano's Pizzeria",NA,NA,NA,NA,"928",NA,"10022","3rd Avenue",c(-73.9682781, 40.7595409)
"2715511994","2715511994","Pokeworks",NA,NA,NA,NA,"117",NA,"10168","East 41st Street",c(-73.9767859, 40.7509923)
"2715512014","2715512014","Roberta’s Pizza",NA,NA,NA,NA,"230",NA,"10017","Park Avenue",c(-73.9767532, 40.7543671)
